"transaction_amount","aux_mdr_fee","mdr_fee","gateway_fee","transaction_id","payment_method","installments_range","financial_operation_type","created_at","date","day_of_week","company_id","company_mcc","company_type","product_name","acquirer_name"
1000,32,32,30.0,"4a3881dc3f",credit_card,a vista,capture,14:54:53,2020-09-09,3.0,"7135b2e61be87df","4816",inbound,psp,pagarme
1000,32,32,30.0,"4a3881dc3f",credit_card,a vista,capture,14:54:53,2020-09-09,3.0,"7135b2e61be87df","4816",inbound,psp,acquirer_3
2500,-45,0,0.0,"4ab3eef25d",credit_card,a vista,capture,14:52:05,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,acquirer_3
2500,0,0,-0.0,"4ab3eef25d",credit_card,a vista,refund,16:37:05,2020-09-18,5.0,c073c11c93a896b,"8398",outbound,psp,acquirer_3
2500,0,0,-0.0,"4ab3eef25d",credit_card,a vista,refund,16:37:04,2020-09-18,5.0,c073c11c93a896b,"8398",outbound,psp,pagarme
2500,-45,0,0.0,"4ab3eef25d",credit_card,a vista,capture,14:52:04,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,pagarme
18558,153,153,80.0,"4d63aa3516",credit_card,"2-6",capture,14:59:27,2020-09-09,3.0,"8417224b0ecedbe","5651",inbound,psp,pagarme
18558,153,153,80.0,"4d63aa3516",credit_card,"2-6",capture,14:59:27,2020-09-09,3.0,"8417224b0ecedbe","5651",inbound,psp,acquirer_3
48990,732,732,78.0,"4db9bfaa2b",credit_card,"2-6",capture,14:56:33,2020-09-09,3.0,"114486104391d5c","5122",inbound,psp,acquirer_3
48990,732,732,78.0,"4db9bfaa2b",credit_card,"2-6",capture,14:56:30,2020-09-09,3.0,"114486104391d5c","5122",inbound,psp,pagarme
16970,144,144,0.0,"4e595eccef",credit_card,"2-6",capture,14:56:01,2020-09-09,3.0,"10c33d344710b96","8999",outbound,psp,acquirer_3
16970,144,144,0.0,"4e595eccef",credit_card,"2-6",capture,14:56:01,2020-09-09,3.0,"10c33d344710b96","8999",outbound,psp,pagarme
3500,63,63,0.0,"4eacd2897d",credit_card,a vista,capture,14:58:08,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,pagarme
3500,63,63,0.0,"4eacd2897d",credit_card,a vista,capture,14:58:09,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,acquirer_3
10770,31,31,50.0,"4fd3e0c87b",credit_card,"7-12",capture,14:59:44,2020-09-09,3.0,"5737a7771dbbb75","5735",inbound,psp,pagarme
10770,31,31,50.0,"4fd3e0c87b",credit_card,"7-12",capture,14:59:44,2020-09-09,3.0,"5737a7771dbbb75","5735",inbound,psp,acquirer_3
43739,0,0,-0.0,"4fed64759b",credit_card,"2-6",refund,18:48:03,2020-09-11,5.0,dc984ecf72ebcaa,"8999",outbound,gateway,acquirer_2
21648,310,310,60.0,"5256106e03",credit_card,"2-6",capture,14:57:59,2020-09-09,3.0,"1511b45cce0f96e","5499",inbound,psp,pagarme
21648,310,310,60.0,"5256106e03",credit_card,"2-6",capture,14:58:01,2020-09-09,3.0,"1511b45cce0f96e","5499",inbound,psp,acquirer_3
14060,40,40,60.0,"535bb901d2",credit_card,"7-12",capture,14:59:20,2020-09-09,3.0,"2f912502c8cc23b","5199",inbound,psp,acquirer_3
14060,40,40,60.0,"535bb901d2",credit_card,"7-12",capture,14:59:18,2020-09-09,3.0,"2f912502c8cc23b","5199",inbound,psp,pagarme
18147,198,198,80.0,"54443e1b2f",credit_card,"2-6",capture,14:55:38,2020-09-09,3.0,"1c4debae7ef8522","5137",inbound,psp,pagarme
18147,198,198,80.0,"54443e1b2f",credit_card,"2-6",capture,14:55:39,2020-09-09,3.0,"1c4debae7ef8522","5137",inbound,psp,acquirer_3
13000,312,312,0.0,"5609a9e17a",credit_card,a vista,capture,12:40:54,2020-09-09,3.0,"707f3fa3d265b9e","7372",outbound,psp,acquirer_3
13000,312,312,0.0,"5609a9e17a",credit_card,a vista,capture,12:40:54,2020-09-09,3.0,"707f3fa3d265b9e","7372",outbound,psp,pagarme
6000,0,0,0.0,"56c5c93b7e",debit_card,a vista,capture,11:43:58,2020-09-09,3.0,"707f3fa3d265b9e","7372",outbound,psp,pagarme
6000,0,0,0.0,"56c5c93b7e",debit_card,a vista,capture,11:43:59,2020-09-09,3.0,"707f3fa3d265b9e","7372",outbound,psp,acquirer_3
9876,0,0,-0.0,"56d4bb5715",credit_card,"2-6",refund,18:13:46,2020-09-11,5.0,d19e7f6bea6d0f3,"8299",outbound,psp,pagarme
9876,0,0,-0.0,"56d4bb5715",credit_card,"2-6",refund,18:13:47,2020-09-11,5.0,d19e7f6bea6d0f3,"8299",outbound,psp,acquirer_3
9876,-177,0,0.0,"56d4bb5715",credit_card,"2-6",capture,14:53:54,2020-09-09,3.0,d19e7f6bea6d0f3,"8299",outbound,psp,acquirer_3
9876,-177,0,0.0,"56d4bb5715",credit_card,"2-6",capture,14:53:54,2020-09-09,3.0,d19e7f6bea6d0f3,"8299",outbound,psp,pagarme
12750,356,356,105.0,"58b52747d7",credit_card,a vista,capture,14:57:43,2020-09-09,3.0,e7344efbfa18784,"8999",inbound,psp,pagarme
12750,356,356,105.0,"58b52747d7",credit_card,a vista,capture,14:57:44,2020-09-09,3.0,e7344efbfa18784,"8999",inbound,psp,acquirer_3
4064,43,43,0.0,"5965f33ed6",credit_card,a vista,capture,14:59:08,2020-09-09,3.0,da83a78d27ace3c,"8220",outbound,psp,pagarme
4064,43,43,0.0,"5965f33ed6",credit_card,a vista,capture,14:59:08,2020-09-09,3.0,da83a78d27ace3c,"8220",outbound,psp,acquirer_3
16233,235,235,30.0,"5a40200a44",credit_card,"2-6",capture,14:57:11,2020-09-09,3.0,fe3f48f88f15d46,"5137",outbound,psp,pagarme
16233,235,235,30.0,"5a40200a44",credit_card,"2-6",capture,14:57:12,2020-09-09,3.0,fe3f48f88f15d46,"5137",outbound,psp,acquirer_3
443657,,0,20.0,"5a54658f1f",credit_card,a vista,capture,15:50:22,2020-09-11,5.0,dc984ecf72ebcaa,"8999",outbound,gateway,acquirer_2
99850,243,243,39.0,"5b48b4aff3",credit_card,"7-12",capture,14:55:07,2020-09-09,3.0,f8d8b554efc5aef,"8299",outbound,psp,pagarme
99850,243,243,39.0,"5b48b4aff3",credit_card,"7-12",capture,14:55:08,2020-09-09,3.0,f8d8b554efc5aef,"8299",outbound,psp,acquirer_3
25065,64,64,80.0,"5db85007ea",credit_card,"7-12",capture,14:56:02,2020-09-09,3.0,c9bcb2e471c5d8e,"5651",inbound,psp,pagarme
25065,64,64,80.0,"5db85007ea",credit_card,"7-12",capture,14:56:03,2020-09-09,3.0,c9bcb2e471c5d8e,"5651",inbound,psp,acquirer_3
49700,840,840,0.0,"5f42e8420e",credit_card,a vista,capture,14:59:20,2020-09-09,3.0,d19e7f6bea6d0f3,"8299",outbound,psp,pagarme
49700,840,840,0.0,"5f42e8420e",credit_card,a vista,capture,14:59:20,2020-09-09,3.0,d19e7f6bea6d0f3,"8299",outbound,psp,acquirer_3
19990,48,48,0.0,"5fbeb60aa0",credit_card,"7-12",capture,14:57:16,2020-09-09,3.0,a4597783ba7f79a,"8249",outbound,psp,acquirer_3
19990,48,48,0.0,"5fbeb60aa0",credit_card,"7-12",capture,14:57:15,2020-09-09,3.0,a4597783ba7f79a,"8249",outbound,psp,pagarme
5000,128,128,38.0,"5fe78df01d",credit_card,a vista,capture,14:58:00,2020-09-09,3.0,"949c6f09f0a2c0e","7372",outbound,psp,pagarme
5000,128,128,38.0,"5fe78df01d",credit_card,a vista,capture,14:58:01,2020-09-09,3.0,"949c6f09f0a2c0e","7372",outbound,psp,acquirer_3
13980,338,338,80.0,"6019e7fa11",credit_card,a vista,capture,14:56:27,2020-09-09,3.0,d03499ff734377b,"5199",outbound,psp,acquirer_3
13980,338,338,80.0,"6019e7fa11",credit_card,a vista,capture,14:56:26,2020-09-09,3.0,d03499ff734377b,"5199",outbound,psp,pagarme
9393,103,103,120.0,"6053f4a3af",credit_card,"2-6",capture,14:58:46,2020-09-09,3.0,fd15e7d96213b12,"5942",outbound,psp,pagarme
9393,103,103,120.0,"6053f4a3af",credit_card,"2-6",capture,14:58:47,2020-09-09,3.0,fd15e7d96213b12,"5942",outbound,psp,acquirer_3
8000,192,192,0.0,"615c89c3a1",credit_card,a vista,capture,12:01:47,2020-09-09,3.0,"707f3fa3d265b9e","7372",outbound,psp,pagarme
8000,192,192,0.0,"615c89c3a1",credit_card,a vista,capture,12:01:47,2020-09-09,3.0,"707f3fa3d265b9e","7372",outbound,psp,acquirer_3
16711,213,213,80.0,"61fc498615",credit_card,"2-6",capture,14:55:14,2020-09-09,3.0,"852d29346e0e61a","5499",inbound,psp,acquirer_3
16711,213,213,80.0,"61fc498615",credit_card,"2-6",capture,14:55:13,2020-09-09,3.0,"852d29346e0e61a","5499",inbound,psp,pagarme
29980,412,412,45.0,"620d6d9a11",credit_card,"2-6",capture,14:59:57,2020-09-09,3.0,da731b508c77c87,"5977",outbound,psp,acquirer_3
29980,412,412,45.0,"620d6d9a11",credit_card,"2-6",capture,14:59:56,2020-09-09,3.0,da731b508c77c87,"5977",outbound,psp,pagarme
13000,468,468,55.0,"627c71f94d",credit_card,a vista,capture,14:57:22,2020-09-09,3.0,b7972b5908bacf4,"5947",outbound,psp,acquirer_3
13000,468,468,55.0,"627c71f94d",credit_card,a vista,capture,14:57:22,2020-09-09,3.0,b7972b5908bacf4,"5947",outbound,psp,pagarme
147415,1030,1030,50.0,"65163e7be8",credit_card,"2-6",capture,18:47:50,2020-09-09,3.0,fcd6f28ee59bd6d,"5099",inbound,psp,acquirer_3
147415,1030,1030,50.0,"65163e7be8",credit_card,"2-6",capture,14:58:25,2020-09-09,3.0,fcd6f28ee59bd6d,"5099",inbound,psp,pagarme
150000,232,232,0.0,"666b0e8eb3",credit_card,"7-12",capture,14:57:14,2020-09-09,3.0,d19e7f6bea6d0f3,"8299",outbound,psp,pagarme
150000,232,232,0.0,"666b0e8eb3",credit_card,"7-12",capture,14:57:14,2020-09-09,3.0,d19e7f6bea6d0f3,"8299",outbound,psp,acquirer_3
20809,0,0,-70.0,"66a96984fd",credit_card,"2-6",refund,14:49:37,2020-09-09,3.0,"750852e7a627665","5977",self_register,psp,pagarme
20809,-872,0,70.0,"66a96984fd",credit_card,"2-6",capture,14:40:37,2020-09-09,3.0,"750852e7a627665","5977",self_register,psp,acquirer_3
20809,0,0,-70.0,"66a96984fd",credit_card,"2-6",refund,14:49:37,2020-09-09,3.0,"750852e7a627665","5977",self_register,psp,acquirer_3
20809,-872,0,70.0,"66a96984fd",credit_card,"2-6",capture,14:40:37,2020-09-09,3.0,"750852e7a627665","5977",self_register,psp,pagarme
12060,207,207,18.0,"680ec02fdb",credit_card,a vista,capture,14:56:50,2020-09-09,3.0,"53cf88c1f4d0ed9","7372",outbound,psp,acquirer_3
12060,207,207,18.0,"680ec02fdb",credit_card,a vista,capture,14:56:50,2020-09-09,3.0,"53cf88c1f4d0ed9","7372",outbound,psp,pagarme
5083,191,191,50.0,"68e6a358f2",credit_card,a vista,capture,14:55:17,2020-09-09,3.0,"4b232cd98d81515","2741",outbound,psp,pagarme
5083,191,191,50.0,"68e6a358f2",credit_card,a vista,capture,14:55:17,2020-09-09,3.0,"4b232cd98d81515","2741",outbound,psp,acquirer_3
15640,78,78,30.0,"6a1b076710",credit_card,"2-6",capture,14:58:46,2020-09-09,3.0,"4ef57ca0314c730","5947",inbound,psp,acquirer_3
15640,78,78,30.0,"6a1b076710",credit_card,"2-6",capture,14:58:46,2020-09-09,3.0,"4ef57ca0314c730","5947",inbound,psp,pagarme
25300,443,443,50.0,"6bfb4d422b",credit_card,"2-6",capture,14:55:44,2020-09-09,3.0,"45e1ff9c589fe36","5211",inbound,psp,acquirer_3
25300,443,443,50.0,"6bfb4d422b",credit_card,"2-6",capture,14:55:44,2020-09-09,3.0,"45e1ff9c589fe36","5211",inbound,psp,pagarme
20085,576,576,95.0,"6c71434fc2",credit_card,a vista,capture,14:55:40,2020-09-09,3.0,"6a7c5d432112d94","5499",inbound,psp,acquirer_3
20085,576,576,95.0,"6c71434fc2",credit_card,a vista,capture,14:55:39,2020-09-09,3.0,"6a7c5d432112d94","5499",inbound,psp,pagarme
6000,0,0,-70.0,"6d2ab60bf8",credit_card,a vista,refund,15:15:07,2020-09-09,3.0,aa9b366c101f745,"4816",inbound,psp,acquirer_3
6000,0,0,-70.0,"6d2ab60bf8",credit_card,a vista,refund,15:15:06,2020-09-09,3.0,aa9b366c101f745,"4816",inbound,psp,pagarme
6000,-227,0,70.0,"6d2ab60bf8",credit_card,a vista,capture,14:45:27,2020-09-09,3.0,aa9b366c101f745,"4816",inbound,psp,pagarme
6000,-227,0,70.0,"6d2ab60bf8",credit_card,a vista,capture,14:45:28,2020-09-09,3.0,aa9b366c101f745,"4816",inbound,psp,acquirer_3
19200,672,672,120.0,"6ea5ebb3cd",credit_card,a vista,capture,14:57:46,2020-09-09,3.0,d69f210b0e0fda1,"8641",outbound,psp,pagarme
19200,672,672,120.0,"6ea5ebb3cd",credit_card,a vista,capture,14:57:47,2020-09-09,3.0,d69f210b0e0fda1,"8641",outbound,psp,acquirer_3
8291,120,120,30.0,"6eb6936393",credit_card,"2-6",capture,14:58:37,2020-09-09,3.0,fe3f48f88f15d46,"5137",outbound,psp,acquirer_3
8291,120,120,30.0,"6eb6936393",credit_card,"2-6",capture,14:58:36,2020-09-09,3.0,fe3f48f88f15d46,"5137",outbound,psp,pagarme
28789,367,367,40.0,"6f4362f3a2",credit_card,"2-6",capture,14:58:35,2020-09-09,3.0,"0f8925d1b7a64ab","5697",inbound,psp,pagarme
28789,367,367,40.0,"6f4362f3a2",credit_card,"2-6",capture,14:58:36,2020-09-09,3.0,"0f8925d1b7a64ab","5697",inbound,psp,acquirer_3
8991,105,105,60.0,"6f44e5d291",credit_card,"2-6",capture,14:58:58,2020-09-09,3.0,"4b9ec69caddb7fa","5651",outbound,psp,acquirer_3
8991,105,105,60.0,"6f44e5d291",credit_card,"2-6",capture,14:58:57,2020-09-09,3.0,"4b9ec69caddb7fa","5651",outbound,psp,pagarme
79700,1347,1347,0.0,"6f7dbbf386",credit_card,a vista,capture,14:57:24,2020-09-09,3.0,d19e7f6bea6d0f3,"8299",outbound,psp,pagarme
79700,1347,1347,0.0,"6f7dbbf386",credit_card,a vista,capture,14:57:24,2020-09-09,3.0,d19e7f6bea6d0f3,"8299",outbound,psp,acquirer_3
21990,210,210,40.0,"6f7dfe3df2",credit_card,"2-6",capture,14:56:50,2020-09-09,3.0,"8ec689240587a10","5976",outbound,psp,acquirer_3
21990,210,210,40.0,"6f7dfe3df2",credit_card,"2-6",capture,14:56:49,2020-09-09,3.0,"8ec689240587a10","5976",outbound,psp,pagarme
7740,232,232,60.0,"702e703750",credit_card,a vista,capture,14:55:28,2020-09-09,3.0,"9355effe89da9b0","5411",outbound,psp,pagarme
7740,232,232,60.0,"702e703750",credit_card,a vista,capture,14:55:29,2020-09-09,3.0,"9355effe89da9b0","5411",outbound,psp,acquirer_3
37970,702,702,18.0,"7139773ea1",credit_card,a vista,capture,15:00:30,2020-09-09,3.0,"7d6b497f01942b0","7372",outbound,psp,pagarme
37970,702,702,18.0,"7139773ea1",credit_card,a vista,capture,15:00:30,2020-09-09,3.0,"7d6b497f01942b0","7372",outbound,psp,acquirer_3
9900,-104,0,0.0,"749ae8fba6",credit_card,a vista,capture,14:41:04,2020-09-09,3.0,da83a78d27ace3c,"8220",outbound,psp,pagarme
9900,-104,0,0.0,"749ae8fba6",credit_card,a vista,capture,14:41:06,2020-09-09,3.0,da83a78d27ace3c,"8220",outbound,psp,acquirer_3
9900,0,0,-0.0,"749ae8fba6",credit_card,a vista,refund,08:44:50,2020-09-15,2.0,da83a78d27ace3c,"8220",outbound,psp,acquirer_3
9900,0,0,-0.0,"749ae8fba6",credit_card,a vista,refund,08:44:50,2020-09-15,2.0,da83a78d27ace3c,"8220",outbound,psp,pagarme
110000,731,731,18.0,"75e2c72e83",credit_card,"2-6",capture,15:00:17,2020-09-09,3.0,"4911abf050ca7f1",,outbound,psp,acquirer_3
110000,731,731,18.0,"75e2c72e83",credit_card,"2-6",capture,15:00:17,2020-09-09,3.0,"4911abf050ca7f1",,outbound,psp,pagarme
18900,215,215,120.0,"75f52a9acd",credit_card,"2-6",capture,14:54:40,2020-09-09,3.0,c4891624372c0d7,"5977",outbound,psp,pagarme
18900,215,215,120.0,"75f52a9acd",credit_card,"2-6",capture,14:54:41,2020-09-09,3.0,c4891624372c0d7,"5977",outbound,psp,acquirer_3
8990,315,315,120.0,"76a37a7a3c",credit_card,a vista,capture,14:57:19,2020-09-09,3.0,"93288b503eeb464","5651",inbound,psp,acquirer_3
8990,315,315,120.0,"76a37a7a3c",credit_card,a vista,capture,14:57:18,2020-09-09,3.0,"93288b503eeb464","5651",inbound,psp,pagarme
5000,135,135,120.0,"773744978e",credit_card,a vista,capture,14:56:54,2020-09-09,3.0,"66416129f918364","4814",outbound,psp,acquirer_3
5000,135,135,120.0,"773744978e",credit_card,a vista,capture,14:56:53,2020-09-09,3.0,"66416129f918364","4814",outbound,psp,pagarme
1380,46,46,80.0,"77d8c6d0d8",credit_card,a vista,capture,14:56:48,2020-09-09,3.0,"89d18370e8cc0b0","5651",inbound,psp,pagarme
1380,46,46,80.0,"77d8c6d0d8",credit_card,a vista,capture,14:56:49,2020-09-09,3.0,"89d18370e8cc0b0","5651",inbound,psp,acquirer_3
15347,-474,0,0.0,"7931de817f",credit_card,"2-6",capture,14:53:59,2020-09-09,3.0,b7655aef20f5c9c,"7298",inbound,psp,acquirer_3
15347,-474,0,0.0,"7931de817f",credit_card,"2-6",capture,14:53:58,2020-09-09,3.0,b7655aef20f5c9c,"7298",inbound,psp,pagarme
15347,0,0,-0.0,"7931de817f",credit_card,"2-6",refund,16:27:12,2020-09-09,3.0,b7655aef20f5c9c,"7298",inbound,psp,pagarme
15347,0,0,-0.0,"7931de817f",credit_card,"2-6",refund,16:27:12,2020-09-09,3.0,b7655aef20f5c9c,"7298",inbound,psp,acquirer_3
11200,190,190,60.0,"7b1109584e",credit_card,"2-6",capture,14:58:48,2020-09-09,3.0,e477ae7030796cf,"5111",inbound,psp,acquirer_3
11200,190,190,60.0,"7b1109584e",credit_card,"2-6",capture,14:58:47,2020-09-09,3.0,e477ae7030796cf,"5111",inbound,psp,pagarme
2500,0,0,-0.0,"7b9e5aa4d0",credit_card,a vista,refund,15:05:23,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,acquirer_3
2500,-45,0,0.0,"7b9e5aa4d0",credit_card,a vista,capture,14:50:26,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,acquirer_3
2500,-45,0,0.0,"7b9e5aa4d0",credit_card,a vista,capture,14:50:25,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,pagarme
2500,0,0,-0.0,"7b9e5aa4d0",credit_card,a vista,refund,15:05:22,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,pagarme
25913,154,154,35.0,"7b9ebad0ee",credit_card,"2-6",capture,18:46:45,2020-09-09,3.0,faf68925dd964bf,"4812",inbound,psp,acquirer_3
25913,154,154,35.0,"7b9ebad0ee",credit_card,"2-6",capture,18:46:45,2020-09-09,3.0,faf68925dd964bf,"4812",inbound,psp,pagarme
5000,90,90,0.0,"7d7f7861a7",credit_card,a vista,capture,14:58:10,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,acquirer_3
5000,90,90,0.0,"7d7f7861a7",credit_card,a vista,capture,14:58:09,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,pagarme
31230,137,137,35.0,"7d8a2dbefd",credit_card,"2-6",capture,14:57:20,2020-09-09,3.0,"256bd4c8df0efe6","5992",inbound,psp,pagarme
31230,137,137,35.0,"7d8a2dbefd",credit_card,"2-6",capture,14:57:20,2020-09-09,3.0,"256bd4c8df0efe6","5992",inbound,psp,acquirer_3
30000,628,628,120.0,"7e337ff63a",credit_card,"2-6",capture,14:56:34,2020-09-09,3.0,cbb76f14428507d,"7399",inbound,psp,acquirer_3
30000,628,628,120.0,"7e337ff63a",credit_card,"2-6",capture,14:56:33,2020-09-09,3.0,cbb76f14428507d,"7399",inbound,psp,pagarme
700,12,12,0.0,"7e99ccec58",credit_card,a vista,capture,14:54:48,2020-09-09,3.0,d19e7f6bea6d0f3,"8299",outbound,psp,acquirer_3
700,12,12,0.0,"7e99ccec58",credit_card,a vista,capture,14:54:48,2020-09-09,3.0,d19e7f6bea6d0f3,"8299",outbound,psp,pagarme
22842,136,136,0.0,"7f0ec870bd",credit_card,"2-6",capture,14:58:15,2020-09-09,3.0,d19e7f6bea6d0f3,"8299",outbound,psp,pagarme
22842,136,136,0.0,"7f0ec870bd",credit_card,"2-6",capture,14:58:15,2020-09-09,3.0,d19e7f6bea6d0f3,"8299",outbound,psp,acquirer_1
57060,362,362,120.0,"7fd0e7fc2d",credit_card,"2-6",capture,14:56:43,2020-09-09,3.0,"98172fe6ff79416","5139",inbound,psp,pagarme
57060,362,362,120.0,"7fd0e7fc2d",credit_card,"2-6",capture,14:56:43,2020-09-09,3.0,"98172fe6ff79416","5139",inbound,psp,acquirer_3
18718,-655,0,0.0,"7fdfbb17d8",credit_card,"2-6",capture,14:44:11,2020-09-09,3.0,"094dd0ba5dcf146","8999",self_register,psp,acquirer_3
18718,0,0,-0.0,"7fdfbb17d8",credit_card,"2-6",refund,11:23:02,2020-09-21,1.0,"094dd0ba5dcf146","8999",self_register,psp,pagarme
18718,0,0,-0.0,"7fdfbb17d8",credit_card,"2-6",refund,11:23:03,2020-09-21,1.0,"094dd0ba5dcf146","8999",self_register,psp,acquirer_3
18718,-655,0,0.0,"7fdfbb17d8",credit_card,"2-6",capture,14:44:10,2020-09-09,3.0,"094dd0ba5dcf146","8999",self_register,psp,pagarme
95640,148,148,0.0,"8018c8743d",credit_card,"7-12",capture,14:56:42,2020-09-09,3.0,d19e7f6bea6d0f3,"8299",outbound,psp,acquirer_2
95640,148,148,0.0,"8018c8743d",credit_card,"7-12",capture,14:56:42,2020-09-09,3.0,d19e7f6bea6d0f3,"8299",outbound,psp,pagarme
2500,50,50,0.0,"81a799d6be",credit_card,a vista,capture,14:56:01,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,acquirer_3
2500,50,50,0.0,"81a799d6be",credit_card,a vista,capture,14:56:01,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,pagarme
7970,-214,0,20.0,"82dc15ad22",credit_card,a vista,capture,14:45:29,2020-09-09,3.0,"8ec689240587a10","5976",outbound,psp,acquirer_3
7970,0,0,-20.0,"82dc15ad22",credit_card,a vista,refund,14:57:35,2020-09-09,3.0,"8ec689240587a10","5976",outbound,psp,acquirer_3
7970,0,0,-20.0,"82dc15ad22",credit_card,a vista,refund,14:57:35,2020-09-09,3.0,"8ec689240587a10","5976",outbound,psp,pagarme
7970,-214,0,20.0,"82dc15ad22",credit_card,a vista,capture,14:45:27,2020-09-09,3.0,"8ec689240587a10","5976",outbound,psp,pagarme
15255,404,404,30.0,"85d65dbed7",credit_card,a vista,capture,14:55:31,2020-09-09,3.0,fe3f48f88f15d46,"5137",outbound,psp,pagarme
15255,404,404,30.0,"85d65dbed7",credit_card,a vista,capture,14:55:33,2020-09-09,3.0,fe3f48f88f15d46,"5137",outbound,psp,acquirer_3
8286,132,132,50.0,"85d9edd4a5",credit_card,"2-6",capture,14:54:45,2020-09-09,3.0,c16613793be8594,"5651",self_register,psp,acquirer_3
8286,132,132,50.0,"85d9edd4a5",credit_card,"2-6",capture,14:54:45,2020-09-09,3.0,c16613793be8594,"5651",self_register,psp,pagarme
5000,90,90,0.0,"86a4378e37",credit_card,a vista,capture,14:59:34,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,pagarme
5000,90,90,0.0,"86a4378e37",credit_card,a vista,capture,14:59:35,2020-09-09,3.0,c073c11c93a896b,"8398",outbound,psp,acquirer_3
99850,243,243,39.0,"871749cc58",credit_card,"7-12",capture,14:55:04,2020-09-09,3.0,f8d8b554efc5aef,"8299",outbound,psp,pagarme
99850,243,243,39.0,"871749cc58",credit_card,"7-12",capture,14:55:05,2020-09-09,3.0,f8d8b554efc5aef,"8299",outbound,psp,acquirer_3
7280,229,229,60.0,"8829eacf85",credit_card,a vista,capture,14:59:04,2020-09-09,3.0,"8f6dcfa243ff00d","5499",inbound,psp,acquirer_2
7280,229,229,60.0,"8829eacf85",credit_card,a vista,capture,14:59:01,2020-09-09,3.0,"8f6dcfa243ff00d","5499",inbound,psp,pagarme
